,gid,행정동,geometry,coordinates,centroid,인구수,고령인구수,id,장애인복지시설수,경로당수,BF인증시설수,무장애산책로,전동휠체어충전소,장애인_실내문화공간,장애인_실외문화공간,주차장수
733,�쇰씪56b84a,가좌동,"MULTIPOLYGON (((128.1202941908579 35.14965048801994, 128.1203284080095 35.15415883067997, 128.1258177498756 35.15413060104003, 128.1257832299813 35.14962226307016, 128.1202941908579 35.14965048801994)))","[[128.12029419085792, 35.149650488019944], [128.12032840800953, 35.15415883067997], [128.1258177498756, 35.15413060104003], [128.12578322998132, 35.149622263070164], [128.12029419085792, 35.149650488019944]]",POINT (128.1230558945211 35.15189056642632),0.0,0.0,733,0,0,0,0,0,0,0,0
734,�쇰씪50b92a,집현면,"MULTIPOLYGON (((128.0549153097268 35.22210371873628, 128.0549460026974 35.22661206027874, 128.060440284659 35.22658674766735, 128.060409287849 35.22207841032656, 128.0549153097268 35.22210371873628)))","[[128.05491530972682, 35.22210371873628], [128.05494600269742, 35.22661206027874], [128.060440284659, 35.226586747667355], [128.060409287849, 35.22207841032656], [128.05491530972682, 35.22210371873628]]",POINT (128.0576777210907 35.22434525503174),0.0,0.0,734,0,0,0,0,0,0,0,0
735,�쇰씪52b83b,내동면,"MULTIPOLYGON (((128.0763498219174 35.14535895454565, 128.0763816100086 35.14986733662578, 128.0818707080296 35.14984110079553, 128.0818386172499 35.14533272307456, 128.0763498219174 35.14535895454565)))","[[128.07634982191738, 35.14535895454565], [128.07638161000858, 35.14986733662578], [128.08187070802958, 35.14984110079553], [128.08183861724993, 35.14533272307456], [128.07634982191738, 35.14535895454565]]",POINT (128.0791101891527 35.14760004948112),0.0,0.0,735,0,0,0,0,0,0,0,0
736,�쇰쭏56a00b,미천면,"MULTIPOLYGON (((128.1159283055057 35.29845213462694, 128.1159624693459 35.30296036996862, 128.1214618471789 35.30293223531125, 128.1214273783681 35.29842400463512, 128.1159283055057 35.29845213462694)))","[[128.11592830550572, 35.29845213462694], [128.11596246934587, 35.30296036996862], [128.12146184717895, 35.30293223531125], [128.12142737836808, 35.298424004635116], [128.11592830550572, 35.29845213462694]]",POINT (128.1186949999426 35.30069220697315),0.0,0.0,736,0,0,0,0,0,0,0,0
737,�쇰씪59b91b,금산면,"MULTIPOLYGON (((128.1537696540806 35.21710176090765, 128.1538058078856 35.22161002388454, 128.1592996518053 35.2215802280694, 128.1592631942581 35.21707197003856, 128.1537696540806 35.21710176090765)))","[[128.15376965408063, 35.217101760907646], [128.15380580788556, 35.22161002388454], [128.1592996518053, 35.2215802280694], [128.15926319425807, 35.21707197003856], [128.15376965408063, 35.217101760907646]]",POINT (128.1565345768397 35.21934101650021),303.0,53.0,737,0,1,0,0,0,0,0,0
739,�쇰씪57b82b,정촌면,"MULTIPOLYGON (((128.1311678399185 35.13606876942372, 128.1312026393633 35.14057711283514, 128.1366910578132 35.14054840016044, 128.1366559558306 35.13604006152024, 128.1311678399185 35.13606876942372)))","[[128.1311678399185, 35.136068769423716], [128.13120263936332, 35.14057711283514], [128.13669105781315, 35.14054840016044], [128.13665595583063, 35.13604006152024], [128.1311678399185, 35.136068769423716]]",POINT (128.1339293730685 35.13830860669825),30.0,16.0,739,0,1,0,0,0,0,0,0
740,�쇰씪50b85b,평거동,"MULTIPOLYGON (((128.0545169207161 35.16349497049288, 128.0545475252105 35.16800335605771, 128.0600378625179 35.16797809803232, 128.06000695506 35.16346971666324, 128.0545169207161 35.16349497049288)))","[[128.05451692071614, 35.16349497049288], [128.0545475252105, 35.16800335605771], [128.06003786251793, 35.16797809803232], [128.06000695506, 35.163469716663236], [128.05451692071614, 35.16349497049288]]",POINT (128.0572773157332 35.16573655604624),2979.0,425.0,740,0,2,0,0,1,0,0,0
741,�쇰씪75a86b,이반성면,"MULTIPOLYGON (((128.3236101994016 35.17098125734503, 128.3236556672451 35.17548938189531, 128.3291461950481 35.17545192095903, 128.3291004241982 35.17094380263062, 128.3236101994016 35.17098125734503)))","[[128.32361019940163, 35.170981257345034], [128.3236556672451, 35.17548938189531], [128.32914619504814, 35.175451920959034], [128.3291004241982, 35.170943802630624], [128.32361019940163, 35.170981257345034]]",POINT (128.3263781212615 35.17321661144635),9.999999999999998,0.0,741,0,0,0,0,0,0,0,0
742,�쇰씪49a96a,명석면,"MULTIPOLYGON (((128.0386717715629 35.25824488446402, 128.0387016059593 35.26275321126712, 128.0441983413484 35.26272861407811, 128.044168202568 35.25822029135605, 128.0386717715629 35.25824488446402)))","[[128.0386717715629, 35.25824488446402], [128.03870160595926, 35.26275321126712], [128.0441983413484, 35.26272861407811], [128.04416820256796, 35.258220291356054], [128.0386717715629, 35.25824488446402]]",POINT (128.0414349802218 35.26048677109857),62.0,25.0,742,0,1,0,0,0,0,0,0
743,�쇰씪50a97a,명석면,"MULTIPOLYGON (((128.049725519968 35.2672120824149, 128.0497559766542 35.2717203942368, 128.055253307554 35.27169528934957, 128.0552225463516 35.26718698169248, 128.049725519968 35.2672120824149)))","[[128.049725519968, 35.2672120824149], [128.04975597665418, 35.2717203942368], [128.055253307554, 35.271695289349566], [128.0552225463516, 35.267186981692475], [128.049725519968, 35.2672120824149]]",POINT (128.0524893374914 35.2694537077375),7.000000000000001,6.0,743,0,1,0,0,0,0,0,0
745,�쇰씪47b90b,명석면,"MULTIPOLYGON (((128.0218647289867 35.20872521568378, 128.021893579664 35.21323359172099, 128.0273869901697 35.21320978709375, 128.0273578358467 35.20870141500858, 128.0218647289867 35.20872521568378)))","[[128.02186472898674, 35.20872521568378], [128.02189357966404, 35.21323359172099], [128.02738699016973, 35.21320978709375], [128.02735783584666, 35.20870141500858], [128.02186472898674, 35.20872521568378]]",POINT (128.0246257835327 35.21096752314619),0.0,0.0,745,0,0,0,0,0,0,0,0
747,�쇰씪48a98b,명석면,"MULTIPOLYGON (((128.0278250827868 35.28083496207817, 128.0278543408777 35.28534327998229, 128.0333526123994 35.28531916216875, 128.0333230495835 35.28081084826498, 128.0278250827868 35.28083496207817)))","[[128.02782508278685, 35.28083496207817], [128.02785434087767, 35.28534327998229], [128.0333526123994, 35.285319162168754], [128.03332304958352, 35.280810848264984], [128.02782508278685, 35.28083496207817]]",POINT (128.030588771277 35.28307708394815),68.0,39.0,747,0,1,0,0,0,0,0,0
750,�쇰씪56b88a,하대동,"MULTIPOLYGON (((128.1205681409402 35.18571713435917, 128.1206024189318 35.19022544989087, 128.1260941851609 35.19019718271151, 128.1260596038884 35.18568887187401, 128.1205681409402 35.18571713435917)))","[[128.12056814094024, 35.185717134359166], [128.12060241893184, 35.190225449890875], [128.12609418516092, 35.19019718271151], [128.1260596038884, 35.185688871874014], [128.12056814094024, 35.185717134359166]]",POINT (128.1233310870708 35.18795718046024),3567.0,823.0,750,0,0,0,0,0,0,0,4
751,�쇰씪53b91a,하촌동,"MULTIPOLYGON (((128.0878140635659 35.21293148706354, 128.0878465651118 35.21743980955562, 128.0933401971656 35.21741300975451, 128.0933073919246 35.21290469171144, 128.0878140635659 35.21293148706354)))","[[128.08781406356587, 35.21293148706354], [128.08784656511182, 35.21743980955562], [128.0933401971656, 35.21741300975451], [128.09330739192455, 35.212904691711444], [128.08781406356587, 35.21293148706354]]",POINT (128.0905770542911 35.21517227029361),49.0,29.0,751,0,1,0,0,0,0,0,0
752,�쇰씪76a84a,이반성면,"MULTIPOLYGON (((128.3343604229592 35.14836548758639, 128.3344064456884 35.15287361672113, 128.3398954387578 35.15283568963318, 128.3398491133628 35.14832756679952, 128.3343604229592 35.14836548758639)))","[[128.33436042295915, 35.14836548758639], [128.33440644568836, 35.15287361672113], [128.33989543875776, 35.15283568963318], [128.3398491133628, 35.14832756679952], [128.33436042295915, 35.14836548758639]]",POINT (128.3371278549771 35.15060061090655),13.0,8.0,752,0,0,0,0,0,0,0,0
753,�쇰씪51a85a,내동면,"MULTIPOLYGON (((128.0599760544647 35.15896133190869, 128.06000695506 35.16346971666324, 128.0654969825412 35.16344421406185, 128.0654657790512 35.15893583354389, 128.0599760544647 35.15896133190869)))","[[128.05997605446473, 35.158961331908685], [128.06000695506, 35.163469716663236], [128.06549698254125, 35.16344421406185], [128.06546577905115, 35.15893583354389], [128.05997605446473, 35.158961331908685]]",POINT (128.0627364426349 35.16120279477563),670.0,77.0,753,0,0,0,0,0,0,0,0
754,�쇰씪74b87a,이반성면,"MULTIPOLYGON (((128.3181651293449 35.17552659399563, 128.3182103042097 35.18003472131398, 128.3237011451859 35.17999750303244, 128.3236556672451 35.17548938189531, 128.3181651293449 35.17552659399563)))","[[128.31816512934486, 35.175526593995635], [128.31821030420966, 35.18003472131398], [128.32370114518585, 35.17999750303244], [128.3236556672451, 35.17548938189531], [128.31816512934486, 35.175526593995635]]",POINT (128.3209330612861 35.17776207080171),47.0,29.0,754,0,1,0,0,0,0,0,0
756,�쇰씪71a85a,일반성면,"MULTIPOLYGON (((128.2795589694535 35.15774739937241, 128.2796019845022 35.16225558243255, 128.2850916823294 35.16222012989666, 128.2850483644586 35.15771195272588, 128.2795589694535 35.15774739937241)))","[[128.27955896945355, 35.15774739937241], [128.27960198450216, 35.16225558243255], [128.28509168232935, 35.16222012989666], [128.28504836445865, 35.157711952725876], [128.27955896945355, 35.15774739937241]]",POINT (128.2823252499852 35.1599837868359),33.0,21.0,756,0,0,0,0,0,0,0,0
757,�쇰씪71a84b,일반성면,"MULTIPOLYGON (((128.2795159639555 35.15323921290516, 128.2795589694535 35.15774739937241, 128.2850483644586 35.15771195272588, 128.2850050562057 35.15320377214734, 128.2795159639555 35.15323921290516)))","[[128.2795159639555, 35.153239212905156], [128.27955896945355, 35.15774739937241], [128.28504836445865, 35.157711952725876], [128.2850050562057, 35.153203772147336], [128.2795159639555, 35.153239212905156]]",POINT (128.2822820883176 35.15547560501329),21.0,9.0,757,0,0,0,0,0,0,0,0
758,�쇰씪35b91b,수곡면,"MULTIPOLYGON (((127.8900715280055 35.21823858580684, 127.8900931003717 35.22274703752876, 127.8955872535949 35.22272920882398, 127.8955653774181 35.21822076006168, 127.8900715280055 35.21823858580684)))","[[127.89007152800555, 35.21823858580684], [127.89009310037169, 35.22274703752876], [127.89558725359485, 35.222729208823985], [127.89556537741814, 35.218220760061676], [127.89007152800555, 35.21823858580684]]",POINT (127.8928293147472 35.22048391883253),46.0,19.999999999999996,758,0,1,0,0,0,0,0,0
760,�쇰씪68b93b,지수면,"MULTIPOLYGON (((128.2528186227529 35.23456004132202, 128.2528602806165 35.23906819531111, 128.2583551839869 35.23903388970495, 128.2583132221456 35.23452574140914, 128.2528186227529 35.23456004132202)))","[[128.25281862275287, 35.23456004132202], [128.2528602806165, 35.23906819531111], [128.25835518398688, 35.23903388970495], [128.25831322214563, 35.23452574140914], [128.25281862275287, 35.23456004132202]]",POINT (128.2555868271827 35.23679698772474),85.0,33.0,760,0,1,0,0,0,0,0,0
761,�쇰씪62a82a,금곡면,"MULTIPOLYGON (((128.1805230830143 35.13129314969346, 128.1805605969042 35.13580145207265, 128.186048640253 35.13577050763198, 128.1860108239085 35.13126221039514, 128.1805230830143 35.13129314969346)))","[[128.1805230830143, 35.131293149693455], [128.1805605969042, 35.13580145207265], [128.18604864025303, 35.13577050763198], [128.18601082390853, 35.131262210395136], [128.1805230830143, 35.131293149693455]]",POINT (128.1832857858444 35.13353185065776),45.0,14.000000000000002,761,0,0,0,0,0,0,0,0
762,�쇰씪62a86a,금곡면,"MULTIPOLYGON (((128.1808234275113 35.16735947364435, 128.1808610081026 35.17186774885472, 128.186351473507 35.17183676325533, 128.1863135899234 35.16732849319175, 128.1808234275113 35.16735947364435)))","[[128.18082342751129, 35.167359473644346], [128.18086100810262, 35.171867748854716], [128.18635147350696, 35.17183676325533], [128.1863135899234, 35.167328493191754], [128.18082342751129, 35.167359473644346]]",POINT (128.1835873745858 35.16959814047353),12.0,0.0,762,0,0,0,0,0,0,0,0
764,�쇰씪72b84a,일반성면,"MULTIPOLYGON (((128.2959393077857 35.14862397262856, 128.2959832117919 35.15313214471457, 128.3014722749936 35.15309595804248, 128.301428068306 35.14858779196845, 128.2959393077857 35.14862397262856)))","[[128.2959393077857, 35.148623972628556], [128.29598321179193, 35.15313214471457], [128.30147227499356, 35.153095958042485], [128.30142806830602, 35.148587791968446], [128.2959393077857, 35.148623972628556]]",POINT (128.2987057155143 35.15085998756048),9.0,0.0,764,0,0,0,0,0,0,0,0
766,�쇰씪72b85b,일반성면,"MULTIPOLYGON (((128.2960710490568 35.16214847865988, 128.2961149823197 35.16665664051875, 128.3016049539685 35.16662043580678, 128.3015607178226 35.16211227996186, 128.2960710490568 35.16214847865988)))","[[128.2960710490568, 35.16214847865988], [128.29611498231972, 35.16665664051875], [128.30160495396845, 35.166620435806784], [128.30156071782258, 35.16211227996186], [128.2960710490568, 35.16214847865988]]",POINT (128.298837925587 35.16438447946911),43.0,13.0,766,0,0,0,0,0,0,0,0
767,�쇰쭏57a04a,미천면,"MULTIPOLYGON (((128.1271700222684 35.32995313507696, 128.1272048501414 35.33446133726147, 128.1327063492656 35.334432669265, 128.1326712159509 35.32992447183257, 128.1271700222684 35.32995313507696)))","[[128.1271700222684, 35.329953135076956], [128.12720485014142, 35.334461337261466], [128.1327063492656, 35.334432669265], [128.13267121595086, 35.32992447183257], [128.1271700222684, 35.329953135076956]]",POINT (128.129938109247 35.33219292422076),17.0,13.0,767,0,1,0,0,0,0,0,0
769,�쇰씪60a90a,금산면,"MULTIPOLYGON (((128.1591538701774 35.20354717556639, 128.159190303446 35.20805544378685, 128.1646832282501 35.20802541364283, 128.1646464914434 35.20351715040816, 128.1591538701774 35.20354717556639)))","[[128.15915387017742, 35.20354717556639], [128.15919030344597, 35.208055443786854], [128.1646832282501, 35.20802541364283], [128.16464649144336, 35.20351715040816], [128.15915387017742, 35.20354717556639]]",POINT (128.16191847316 35.20578631661583),39.99999999999999,11.0,769,0,0,0,0,0,0,0,0
770,�쇰씪73a86b,일반성면,"MULTIPOLYGON (((128.3016491999381 35.17112858824161, 128.3016934557336 35.17563673726613, 128.3071840235218 35.17560027168251, 128.307139464711 35.17109212871455, 128.3016491999381 35.17112858824161)))","[[128.30164919993805, 35.17112858824161], [128.3016934557336, 35.17563673726613], [128.30718402352184, 35.175600271682505], [128.307139464711, 35.17109212871455], [128.30164919993805, 35.17112858824161]]",POINT (128.30441653577 35.17336445221531),27.0,11.0,770,0,0,0,0,0,0,0,0
771,�쇰씪41a88b,수곡면,"MULTIPOLYGON (((127.9503542240606 35.19097821926787, 127.9503791051084 35.19548665643166, 127.9558713794017 35.19546610556392, 127.9558461949604 35.19095767181281, 127.9503542240606 35.19097821926787)))","[[127.95035422406059, 35.19097821926787], [127.95037910510835, 35.19548665643166], [127.95587137940167, 35.19546610556392], [127.95584619496044, 35.19095767181281], [127.95035422406059, 35.19097821926787]]",POINT (127.9531127257668 35.19322218402522),7.000000000000001,0.0,771,0,1,0,0,0,0,0,0
773,�쇰씪41a85b,수곡면,"MULTIPOLYGON (((127.9502050537474 35.16392752534664, 127.950229901666 35.16843598277762, 127.9557203566087 35.16841545238031, 127.9556952057006 35.16390699835977, 127.9502050537474 35.16392752534664)))","[[127.95020505374744, 35.163927525346644], [127.95022990166602, 35.16843598277762], [127.95572035660868, 35.16841545238031], [127.95569520570058, 35.16390699835977], [127.95020505374744, 35.163927525346644]]",POINT (127.9529626293145 35.16617151045156),107.0,36.0,773,0,1,0,1,0,0,0,0
774,�쇰씪37b93b,수곡면,"MULTIPOLYGON (((127.9121380770191 35.23619952534246, 127.9121608848712 35.24070795146771, 127.9176562341553 35.24068911292214, 127.9176331222271 35.23618068992343, 127.9121380770191 35.23619952534246)))","[[127.91213807701911, 35.236199525342464], [127.91216088487116, 35.240707951467705], [127.91765623415526, 35.24068911292214], [127.91763312222707, 35.23618068992343], [127.91213807701911, 35.236199525342464]]",POINT (127.9148970794623 35.23844434070482),12.0,7.000000000000001,774,0,1,0,0,0,0,0,0
775,�쇰씪60b84a,금곡면,"MULTIPOLYGON (((128.1642062854705 35.14941772670556, 128.1642429245155 35.15392603068774, 128.1697322031685 35.15389581166951, 128.1696952613947 35.14938751270797, 128.1642062854705 35.14941772670556)))","[[128.1642062854705, 35.149417726705565], [128.16424292451555, 35.153926030687735], [128.16973220316848, 35.15389581166951], [128.16969526139465, 35.14938751270797], [128.1642062854705, 35.149417726705565]]",POINT (128.1669691684661 35.15165679116608),23.0,0.0,775,0,0,0,0,0,0,0,0
776,�쇰씪59b80a,정촌면,"MULTIPOLYGON (((128.1529403285045 35.11341077548106, 128.1529762981302 35.11791911652136, 128.1584631730121 35.11788943432981, 128.1584269011912 35.11338109822324, 128.1529403285045 35.11341077548106)))","[[128.15294032850446, 35.113410775481064], [128.15297629813023, 35.117919116521364], [128.15846317301208, 35.11788943432981], [128.1584269011912, 35.113381098223236], [128.15294032850446, 35.113410775481064]]",POINT (128.1557016750407 35.11565012683483),14.000000000000002,6.0,776,0,0,0,0,0,0,0,0
779,�쇰씪57a80b,정촌면,"MULTIPOLYGON (((128.1255418052372 35.11806380235293, 128.1255762715144 35.12257216405347, 128.1310634879379 35.12254371884662, 128.13102871939 35.11803536187396, 128.1255418052372 35.11806380235293)))","[[128.12554180523725, 35.11806380235293], [128.12557627151438, 35.122572164053466], [128.13106348793792, 35.12254371884662], [128.13102871938997, 35.11803536187396], [128.12554180523725, 35.11806380235293]]",POINT (128.1283025708582 35.12030378248139),15.0,6.0,779,0,0,0,0,0,0,0,0
780,�쇰씪49b94a,명석면,"MULTIPOLYGON (((128.0440477143495 35.24018696658861, 128.0440778263716 35.24469530286196, 128.0495733379427 35.24467047247511, 128.0495429218083 35.24016214032243, 128.0440477143495 35.24018696658861)))","[[128.04404771434952, 35.24018696658861], [128.04407782637162, 35.24469530286196], [128.04957333794272, 35.24467047247511], [128.0495429218083, 35.240162140322425], [128.04404771434952, 35.24018696658861]]",POINT (128.0468104499786 35.24242874135542),23.0,8.0,780,0,0,0,0,0,0,0,0
781,�쇰씪61a79a,금곡면,"MULTIPOLYGON (((128.169326294487 35.10430433640516, 128.1693631543187 35.10881266930692, 128.1748494005205 35.10878225221646, 128.1748122386332 35.10427392437115, 128.169326294487 35.10430433640516)))","[[128.16932629448704, 35.10430433640516], [128.16936315431872, 35.10881266930692], [128.17484940052046, 35.10878225221646], [128.17481223863322, 35.10427392437115], [128.16932629448704, 35.10430433640516]]",POINT (128.1720877718168 35.10654331626384),0.0,0.0,781,0,0,0,0,0,0,0,0
782,�쇰씪48a81a,내동면,"MULTIPOLYGON (((128.026805132009 35.1230417025155, 128.0268341635831 35.12755013887722, 128.0323218098841 35.12752616081836, 128.0322924759439 35.12301772844183, 128.026805132009 35.1230417025155)))","[[128.02680513200897, 35.1230417025155], [128.02683416358315, 35.12755013887722], [128.03232180988414, 35.127526160818356], [128.03229247594388, 35.12301772844183], [128.02680513200897, 35.1230417025155]]",POINT (128.0295633952188 35.12528395336717),33.0,14.000000000000002,782,0,1,0,0,0,0,0,0
783,�쇰씪62a77a,금곡면,"MULTIPOLYGON (((128.1801484019297 35.08620993919674, 128.1801858326081 35.09071827551931, 128.1856708544311 35.09068738247692, 128.1856331219689 35.08617905129112, 128.1801484019297 35.08620993919674)))","[[128.18014840192973, 35.08620993919674], [128.18018583260812, 35.09071827551931], [128.1856708544311, 35.09068738247692], [128.18563312196895, 35.08617905129112], [128.18014840192973, 35.08620993919674]]",POINT (128.1829095525584 35.08844868279608),36.0,12.0,783,0,1,0,0,0,0,0,0
784,�쇰쭏57b00b,미천면,"MULTIPOLYGON (((128.132425501066 35.29836699464715, 128.1324605798132 35.30287521586784, 128.1379599344789 35.30284633108405, 128.1379245507661 35.29833811465328, 128.132425501066 35.29836699464715)))","[[128.13242550106597, 35.29836699464715], [128.13246057981323, 35.302875215867836], [128.13795993447894, 35.30284633108405], [128.1379245507661, 35.29833811465328], [128.13242550106597, 35.29836699464715]]",POINT (128.1351926413698 35.30060668490059),25.0,13.0,784,0,0,0,0,0,0,0,0
785,�쇰씪55a82a,정촌면,"MULTIPOLYGON (((128.1036938664598 35.13170021123314, 128.1037271457998 35.13620858126922, 128.1092152996741 35.13618111592675, 128.1091817178551 35.1316727504549, 128.1036938664598 35.13170021123314)))","[[128.10369386645976, 35.13170021123314], [128.1037271457998, 35.136208581269216], [128.10921529967408, 35.136181115926746], [128.10918171785514, 35.1316727504549], [128.10369386645976, 35.13170021123314]]",POINT (128.1064545072913 35.13394068543117),75.0,34.0,785,0,0,0,0,0,0,0,0
787,�쇰씪61b83b,금곡면,"MULTIPOLYGON (((128.1751469928853 35.14484875278963, 128.1751842291165 35.14935705008468, 128.1806731885688 35.14932633883694, 128.1806356496796 35.14481804664459, 128.1751469928853 35.14484875278963)))","[[128.17514699288526, 35.144848752789635], [128.17518422911647, 35.14935705008468], [128.18067318856876, 35.14932633883694], [128.1806356496796, 35.14481804664459], [128.17514699288526, 35.144848752789635]]",POINT (128.1779100148885 35.1470875678088),18.0,6.0,787,0,0,0,0,0,0,0,0
789,�쇰씪63a86a,금곡면,"MULTIPOLYGON (((128.1918037439241 35.16729726395187, 128.1918419304981 35.17180552882733, 128.1973323790087 35.17177404557196, 128.1972938894462 35.16726578592595, 128.1918037439241 35.16729726395187)))","[[128.1918037439241, 35.16729726395187], [128.19184193049807, 35.171805528827335], [128.19733237900869, 35.17177404557196], [128.1972938894462, 35.16726578592595], [128.1918037439241, 35.16729726395187]]",POINT (128.1945679855412 35.16953567680616),8.0,0.0,789,0,0,0,0,0,0,0,0
790,�쇰씪54a81b,정촌면,"MULTIPOLYGON (((128.092685474446 35.12724600493833, 128.0927181415683 35.13175438736589, 128.0982060076751 35.13172742353716, 128.0981730381378 35.12721904559075, 128.092685474446 35.12724600493833)))","[[128.092685474446, 35.12724600493833], [128.09271814156833, 35.131754387365895], [128.09820600767512, 35.13172742353716], [128.0981730381378, 35.12721904559075], [128.092685474446, 35.12724600493833]]",POINT (128.0954456653037 35.12948673606486),0.0,0.0,790,0,0,0,0,0,0,0,0
791,�쇰씪60a88a,금산면,"MULTIPOLYGON (((128.1590082179786 35.18551406872491, 128.1590446189005 35.19002235052884, 128.1645363299561 35.18999234032479, 128.1644996257654 35.18548406350449, 128.1590082179786 35.18551406872491)))","[[128.15900821797857, 35.18551406872491], [128.15904461890054, 35.19002235052884], [128.16453632995615, 35.189992340324785], [128.16449962576542, 35.18548406350449], [128.15900821797857, 35.18551406872491]]",POINT (128.1617721979808 35.18775322652175),184.0,81.0,791,0,2,0,0,0,0,0,0
792,�쇰씪70b85b,일반성면,"MULTIPOLYGON (((128.2741122771223 35.16229078624491, 128.2741549988321 35.16679897174639, 128.2796450091034 35.16676376208535, 128.2796019845022 35.16225558243255, 128.2741122771223 35.16229078624491)))","[[128.2741122771223, 35.16229078624491], [128.27415499883213, 35.16679897174639], [128.2796450091034, 35.16676376208535], [128.27960198450216, 35.16225558243255], [128.2741122771223, 35.16229078624491]]",POINT (128.2768785671908 35.16452729635984),0.0,0.0,792,0,0,0,0,0,0,0,0
794,�쇰씪55a91a,초전동,"MULTIPOLYGON (((128.1042940267229 35.21285035334719, 128.1043274393493 35.21735866236808, 128.1098210493444 35.21733111478494, 128.1097873330278 35.21282281033718, 128.1042940267229 35.21285035334719)))","[[128.1042940267229, 35.212850353347186], [128.1043274393493, 35.217358662368085], [128.10982104934436, 35.21733111478494], [128.10978733302775, 35.21282281033718], [128.1042940267229, 35.212850353347186]]",POINT (128.107057461956 35.21509075598153),5557.0,220.0,794,0,2,0,0,0,0,0,0
795,�쇰쭏60a00a,대곡면,"MULTIPOLYGON (((128.1598840748972 35.29371189444878, 128.159920670328 35.29822009470551, 128.1654196800704 35.29818996473137, 128.1653827797505 35.29368176947131, 128.1598840748972 35.29371189444878)))","[[128.15988407489723, 35.29371189444878], [128.159920670328, 35.29822009470551], [128.16541968007036, 35.29818996473137], [128.1653827797505, 35.29368176947131], [128.15988407489723, 35.29371189444878]]",POINT (128.1626518010932 35.29595095167303),28.000000000000004,16.0,795,0,0,0,0,0,0,0,0
796,�쇰씪48b88b,판문동,"MULTIPOLYGON (((128.032733169756 35.19064385892579, 128.0327626015693 35.19515224055693, 128.0382547848907 35.19512795360216, 128.0382250497041 35.19061957600407, 128.032733169756 35.19064385892579)))","[[128.032733169756, 35.19064385892579], [128.0327626015693, 35.19515224055693], [128.03825478489074, 35.19512795360216], [128.0382250497041, 35.190619576004075], [128.032733169756, 35.19064385892579]]",POINT (128.035493901343 35.19288592802778),9.0,7.000000000000001,796,0,1,0,0,0,0,0,0
798,�쇰씪75b88b,이반성면,"MULTIPOLYGON (((128.329283568594 35.1889762554605, 128.3293293801154 35.19348436013239, 128.3348211104437 35.19344662530207, 128.3347749956489 35.1889385268961, 128.329283568594 35.1889762554605)))","[[128.32928356859398, 35.188976255460496], [128.32932938011538, 35.19348436013239], [128.33482111044367, 35.193446625302066], [128.33477499564887, 35.188938526896095], [128.32928356859398, 35.188976255460496]]",POINT (128.3320522634875 35.19121146270033),70.0,39.99999999999999,798,0,2,0,0,0,0,0,0
799,�쇰씪54a90b,장재동,"MULTIPOLYGON (((128.0932745939674 35.208396370278, 128.0933073919246 35.21290469171144, 128.0988007129993 35.21287764713897, 128.0987676114161 35.20836933019542, 128.0932745939674 35.208396370278)))","[[128.09327459396738, 35.208396370278], [128.09330739192455, 35.212904691711444], [128.09880071299935, 35.21287764713897], [128.09876761141612, 35.208369330195424], [128.09327459396738, 35.208396370278]]",POINT (128.0960375774245 35.21063703059979),31.0,15.0,799,0,0,0,0,0,0,0,0
801,�쇰씪51a82b,내동면,"MULTIPOLYGON (((128.0598216543747 35.13641935736098, 128.0598525206796 35.14092775903988, 128.0653410343591 35.14090227761689, 128.0653098654956 35.1363938801723, 128.0598216543747 35.13641935736098)))","[[128.05982165437467, 35.13641935736098], [128.05985252067956, 35.140927759039876], [128.06534103435914, 35.14090227761689], [128.06530986549558, 35.1363938801723], [128.05982165437467, 35.13641935736098]]",POINT (128.0625812685826 35.1386608392615),0.0,0.0,801,0,0,0,0,0,0,0,0
802,�쇰씪48b94b,명석면,"MULTIPOLYGON (((128.0330867832349 35.2447442150766, 128.0331162935802 35.24925255608044, 128.0386121226413 35.24922822069498, 128.0385823081132 35.24471988372945, 128.0330867832349 35.2447442150766)))","[[128.03308678323492, 35.2447442150766], [128.03311629358024, 35.249252556080435], [128.0386121226413, 35.24922822069498], [128.03858230811318, 35.24471988372945], [128.03308678323492, 35.2447442150766]]",POINT (128.0358493767558 35.2469862396923),31.0,11.0,802,0,0,0,0,0,0,0,0
804,�쇰씪47b91b,명석면,"MULTIPOLYGON (((128.0219224367486 35.21774196437377, 128.0219513002419 35.22225033364188, 128.0274453182416 35.22222652110926, 128.0274161509676 35.21771815579405, 128.0219224367486 35.21774196437377)))","[[128.0219224367486, 35.217741964373765], [128.02195130024194, 35.22225033364188], [128.02744531824163, 35.222226521109256], [128.0274161509676, 35.217718155794046], [128.0219224367486, 35.217741964373765]]",POINT (128.024683801416 35.21998426450605),0.0,,804,0,0,0,0,0,0,0,0
805,�쇰씪63b81b,금곡면,"MULTIPOLYGON (((128.196947867723 35.12669129620399, 128.1969862804402 35.13119958642922, 128.2024739959434 35.13116790176412, 128.2024352808444 35.12665961680453, 128.196947867723 35.12669129620399)))","[[128.19694786772303, 35.12669129620399], [128.19698628044023, 35.13119958642922], [128.2024739959434, 35.13116790176412], [128.20243528084438, 35.12665961680453], [128.19694786772303, 35.12669129620399]]",POINT (128.1997108560578 35.12892962100631),0.0,0.0,805,0,0,0,0,0,0,0,0
