ESNTL_ID,LCLAS_NM,MLSFC_NM,FCLTY_NM,CTPRVN_CD,CTPRVN_NM,SIGNGU_CD,SIGNGU_NM,LEGALDONG_CD,LEGALDONG_NM,ROAD_NM_CD,FCLTY_ROAD_NM_ADDR,LNM_ADDR,ADDR_ENG_NM,ADSTRD_CD,BULD_NM,BULD_MANAGE_CD,TEL_NO,ZIP_NO,HMPG_URL,FCLTY_LA,FCLTY_LO,ORIGIN_NM,DSPSN_TOILET_AT,ADIT_DC,UPDT_DT,REGIST_DT
KCDCOPO22N000000945,관광지,축제,설봉산별빛축제,41,경기도,41500,이천시,4150010200,,4.15004E+11,경기도 이천시 경충대로2697번길 304(관고동),경기도 이천시 관고동 393-1,"304 Gyeongchung-daero 2697beon-gil, Icheon-si, Gyeonggi-do",4150010200,,4.15001E+24,031-634-7300,17379,,37.277927,127.425921,공공데이터,,,20230207,20230207
KCDCOPO22N000000946,관광지,축제,체험문화축제,41,경기도,41500,이천시,4150031029,고척리,4.15005E+11,경기도 이천시 신둔면 도자예술로5번길 109,"경기도 이천시 신둔면 고척리 599-6 이천도자공예공방,관광안내소","109 Dojayesul-ro 5beon-gil, Sindun-myeon, Icheon-si, Gyeonggi-do",4150031029,"이천도자공예공방,관광안내소",4.15003E+24,031-636-2723,17306,,37.2930978,127.385686,공공데이터,,,20230207,20230207
KCDCOPO22N000000947,관광지,축제,사하예술제,26,부산광역시,26380,사하구,2638010300,,2.63804E+11,부산광역시 사하구 낙동남로1233번길 25(하단동),부산광역시 사하구 하단동 1151-14 을숙도 문화회관,"25 Nakdongnam-ro 1233beon-gil, Saha-gu, Busan",2638010300,을숙도 문화회관,2.63801E+24,051-220-4062,49300,,35.110059,128.9449571,공공데이터,,,20230207,20230207
KCDCOPO22N000000948,관광지,축제,달성토성마을축제,27,대구광역시,27170,서구,2717010200,,2.71704E+11,대구광역시 서구 국채보상로81길 43(비산동),대구광역시 서구 비산동 125-22 비산2.3동 주민센터,"43 Gukchaebosang-ro 81-gil, Seo-gu, Daegu",2717010200,비산2.3동 주민센터,2.71701E+24,053-663-2181,41797,,35.8758308,128.5747396,공공데이터,,,20230207,20230207
KCDCOPO22N000000949,관광지,축제,청소년 문화 예술의 밤 흥선비긴어게인,41,경기도,41150,의정부시,4115010100,,4.11504E+11,경기도 의정부시 시민로19번길 13(의정부동),경기도 의정부시 의정부동 488,"13 Simin-ro 19beon-gil, Uijeongbu-si, Gyeonggi-do",4115010100,,4.11501E+24,031-828-9593,11623,,37.7386919,127.0357766,공공데이터,,,20230207,20230207
KCDCOPO22N000000950,관광지,축제,의정부시 청소년 진로페스티벌,41,경기도,41150,의정부시,4115010100,,4.11503E+11,경기도 의정부시 의정로 27(의정부동),경기도 의정부시 의정부동 352 청소년수련관,"27 Uijeong-ro, Uijeongbu-si, Gyeonggi-do",4115010100,청소년수련관,4.11501E+24,031-828-9557,11622,,37.7351772,127.0338894,공공데이터,,,20230207,20230207
KCDCOPO22N000000951,관광지,축제,의정부시 청소년 행복주간  [명사특강 ],41,경기도,41150,의정부시,4115010100,,4.11503E+11,경기도 의정부시 의정로 27(의정부동),경기도 의정부시 의정부동 352 청소년수련관,"27 Uijeong-ro, Uijeongbu-si, Gyeonggi-do",4115010100,청소년수련관,4.11501E+24,031-828-9562,11622,,37.7351772,127.0338894,공공데이터,,,20230207,20230207
KCDCOPO22N000000952,관광지,축제,청소년 행복 주간 및 청소년의 날,41,경기도,41150,의정부시,4115010100,,4.11503E+11,경기도 의정부시 의정로 27(의정부동),경기도 의정부시 의정부동 352 청소년수련관,"27 Uijeong-ro, Uijeongbu-si, Gyeonggi-do",4115010100,청소년수련관,4.11501E+24,031-820-9515,11622,,37.7351772,127.0338894,공공데이터,,,20230207,20230207
KCDCOPO22N000000953,관광지,축제,청소년 행복주간 지역마을축제(동부권역),41,경기도,41150,의정부시,4115010400,,4.11503E+11,경기도 의정부시 장곡로 551(신곡동),경기도 의정부시 신곡동 815-1 새말 정거장,"551 Janggok-ro, Uijeongbu-si, Gyeonggi-do",4115010400,새말 정거장,4.11501E+24,031-828-9583,11777,,37.7488377,127.0637621,공공데이터,,,20230207,20230207
KCDCOPO22N000000954,관광지,축제,의정부시 청소년 행복주간  [가족뮤지컬 ],41,경기도,41150,의정부시,4115010100,,4.11503E+11,경기도 의정부시 의정로 27(의정부동),경기도 의정부시 의정부동 352 청소년수련관,"27 Uijeong-ro, Uijeongbu-si, Gyeonggi-do",4115010100,청소년수련관,4.11501E+24,031-828-9562,11622,,37.7351772,127.0338894,공공데이터,,,20230207,20230207
KCDCOPO22N000000955,관광지,축제,청소년 행복주간 지역마을축제,41,경기도,41150,의정부시,4115010100,,4.11504E+11,경기도 의정부시 의정로80번길 18(의정부동),경기도 의정부시 의정부동 477-1 의정부시특설야외무대,"18 Uijeong-ro 80beon-gil, Uijeongbu-si, Gyeonggi-do",4115010100,의정부시특설야외무대,4.11501E+24,031-828-9593,11623,,37.7396968,127.0358325,공공데이터,,,20230207,20230207
KCDCOPO22N000000956,관광지,축제,청소년안전망 페스티발,41,경기도,41150,의정부시,4115010100,,4.11503E+11,경기도 의정부시 시민로 지하100(의정부동),경기도 의정부시 의정부동 99-6 의정부지하상가,"B100 Simin-ro, Uijeongbu-si, Gyeonggi-do",4115010100,의정부지하상가,4.11501E+24,031-828-9563,11696,,37.7392456,127.0475838,공공데이터,,,20230207,20230207
KCDCOPO22N000000957,관광지,축제,청소년이 빛나는 밤,41,경기도,41150,의정부시,4115010900,,4.11503E+11,경기도 의정부시 새말로 38(금오동),경기도 의정부시 금오동 469-1 천보근린공원 공중화장실,"38 Saemal-ro, Uijeongbu-si, Gyeonggi-do",4115010900,천보근린공원 공중화장실,4.11501E+24,031-828-9585,11752,,37.7510749,127.0643941,공공데이터,,,20230207,20230207
KCDCOPO22N000000958,관광지,축제,청소년 Party,41,경기도,41150,의정부시,4115010100,,4.11503E+11,경기도 의정부시 의정로 27(의정부동),경기도 의정부시 의정부동 352 청소년수련관,"27 Uijeong-ro, Uijeongbu-si, Gyeonggi-do",4115010100,청소년수련관,4.11501E+24,031-828-9545,11622,,37.7351772,127.0338894,공공데이터,,,20230207,20230207
KCDCOPO22N000000959,관광지,축제,청소년 종합예술제 끼자랑꿈자랑 경연대회,41,경기도,41150,의정부시,4115010100,,4.11503E+11,경기도 의정부시 의정로 27(의정부동),경기도 의정부시 의정부동 352 청소년수련관,"27 Uijeong-ro, Uijeongbu-si, Gyeonggi-do",4115010100,청소년수련관,4.11501E+24,031-828-9542,11622,,37.7351772,127.0338894,공공데이터,,,20230207,20230207
KCDCOPO22N000000960,관광지,축제,청소년이 빛나는 밤,41,경기도,41150,의정부시,4115010900,,4.11503E+11,경기도 의정부시 새말로 40(금오동),경기도 의정부시 금오동 469-1 의정부시 청소년 문화의집,"40 Saemal-ro, Uijeongbu-si, Gyeonggi-do",4115010900,의정부시 청소년 문화의집,4.11501E+24,031-828-9585,11752,,37.7511701,127.0640951,공공데이터,,,20230207,20230207
KCDCOPO22N000000961,관광지,축제,청소년 스트레스 해소방안 탐색축제 (스트레스 팡팡),41,경기도,41150,의정부시,4115010900,,4.11503E+11,경기도 의정부시 새말로 38(금오동),경기도 의정부시 금오동 469-1 천보근린공원 공중화장실,"38 Saemal-ro, Uijeongbu-si, Gyeonggi-do",4115010900,천보근린공원 공중화장실,4.11501E+24,031-828-9585,11752,,37.7510749,127.0643941,공공데이터,,,20230207,20230207
KCDCOPO22N000000962,관광지,축제,전국청소년댄스페스티벌 꿈을 향한 무승부,41,경기도,41150,의정부시,4115010100,,4.11503E+11,경기도 의정부시 의정로 27(의정부동),경기도 의정부시 의정부동 352 청소년수련관,"27 Uijeong-ro, Uijeongbu-si, Gyeonggi-do",4115010100,청소년수련관,4.11501E+24,031-828-9544,11622,,37.7351772,127.0338894,공공데이터,,,20230207,20230207
KCDCOPO22N000000963,관광지,축제,청소년 종합예술제 끼자랑꿈자랑 한마당 축제,41,경기도,41150,의정부시,4115010100,,4.11503E+11,경기도 의정부시 의정로 27(의정부동),경기도 의정부시 의정부동 352 청소년수련관,"27 Uijeong-ro, Uijeongbu-si, Gyeonggi-do",4115010100,청소년수련관,4.11501E+24,031-828-9542,11622,,37.7351772,127.0338894,공공데이터,,,20230207,20230207
KCDCOPO22N000000964,관광지,축제,의정부혁신교육지구시즌Ⅲ 학생주도동아리지원사업 지니어스 마을연합축제,41,경기도,41150,의정부시,4115010100,,4.11503E+11,경기도 의정부시 의정로 27(의정부동),경기도 의정부시 의정부동 352 청소년수련관,"27 Uijeong-ro, Uijeongbu-si, Gyeonggi-do",4115010100,청소년수련관,4.11501E+24,031-820-0267,11622,,37.7351772,127.0338894,공공데이터,,,20230207,20230207
KCDCOPO22N000000965,관광지,축제,의정부 청소년 영화제,41,경기도,41150,의정부시,4115010100,,4.11503E+11,경기도 의정부시 의정로 27(의정부동),경기도 의정부시 의정부동 352 청소년수련관,"27 Uijeong-ro, Uijeongbu-si, Gyeonggi-do",4115010100,청소년수련관,4.11501E+24,031-828-9557,11622,,37.7351772,127.0338894,공공데이터,,,20230207,20230207
KCDCOPO22N000000966,관광지,축제,청소년이 빛나는 밤,41,경기도,41150,의정부시,4115010900,,4.11503E+11,경기도 의정부시 새말로 40(금오동),경기도 의정부시 금오동 469-1 의정부시 청소년 문화의집,"40 Saemal-ro, Uijeongbu-si, Gyeonggi-do",4115010900,의정부시 청소년 문화의집,4.11501E+24,031-828-9585,11752,,37.7511701,127.0640951,공공데이터,,,20230207,20230207
KCDCOPO22N000000967,관광지,축제,청소년 푸른별 콘서트,41,경기도,41150,의정부시,4115010100,,4.11503E+11,경기도 의정부시 의정로 27(의정부동),경기도 의정부시 의정부동 352 청소년수련관,"27 Uijeong-ro, Uijeongbu-si, Gyeonggi-do",4115010100,청소년수련관,4.11501E+24,031-828-9542,11622,,37.7351772,127.0338894,공공데이터,,,20230207,20230207
KCDCOPO22N000000968,관광지,축제,서창만드리 풍년제,29,광주광역시,29140,서구,2914012500,,2.91404E+11,광주광역시 서구 서창발산길 10(서창동),광주광역시 서구 서창동 424-1,"10 Seochangbalsan-gil, Seo-gu, Gwangju",2914012500,,2.91401E+24,062-350-4988,62077,,35.1071746,126.8231387,공공데이터,,,20230207,20230207
KCDCOPO22N000000969,관광지,축제,영산강 서창들녁 억새축제,29,광주광역시,29140,서구,2914012900,,2.91404E+11,광주광역시 서구 서창둑길 377(벽진동),광주광역시 서구 벽진동 505-1,"377 Seochangduk-gil, Seo-gu, Gwangju",2914012900,,2.91401E+24,062-350-4792,62076,,35.138495,126.8287602,공공데이터,,,20230207,20230207
KCDCOPO22N000000970,관광지,축제,추억의 충장축제,29,광주광역시,29110,동구,2911011800,,2.91103E+11,광주광역시 동구 서남로 1(서석동),광주광역시 동구 서석동 31,"1 Seonam-ro, Dong-gu, Gwangju",2911011800,,2.91101E+24,062-608-4673,61466,,35.1461414,126.9230951,공공데이터,,,20230207,20230207
KCDCOPO22N000000971,관광지,축제,추억의 충장축제(버스커즈 월드컵 in 광주),29,광주광역시,29110,동구,2911011800,,2.91103E+11,광주광역시 동구 서남로 1(서석동),광주광역시 동구 서석동 31,"1 Seonam-ro, Dong-gu, Gwangju",2911011800,,2.91101E+24,062-608-4683,61466,,35.1461414,126.9230951,공공데이터,,,20230207,20230207
KCDCOPO22N000000972,관광지,축제,2019청도소싸움축제,47,경상북도,47820,청도군,4782025033,삼신리,4.78203E+11,경상북도 청도군 화양읍 남성현로 348,경상북도 청도군 화양읍 삼신리 693-2 청도소싸움경기장,"348 Namseonghyeon-ro, Hwayang-eup, Cheongdo-gun, Gyeongsangbuk-do",4782025033,청도소싸움경기장,4.78203E+24,054-370-6376,38324,,35.6867346,128.7251449,공공데이터,,,20230207,20230207
KCDCOPO22N000000973,관광지,축제,2019청도반시축제,47,경상북도,47820,청도군,4782025025,동천리,4.78203E+11,경상북도 청도군 화양읍 청려로 1846,경상북도 청도군 화양읍 동천리 457,"1846 Cheongnyeo-ro, Hwayang-eup, Cheongdo-gun, Gyeongsangbuk-do",4782025025,,4.78203E+24,054-370-2377,38333,,35.6483852,128.7186823,공공데이터,,,20230207,20230207
KCDCOPO22N000000974,관광지,축제,2019청도세계코미디아트페스티벌,47,경상북도,47820,청도군,4782025025,동천리,4.78203E+11,경상북도 청도군 화양읍 청려로 1846,경상북도 청도군 화양읍 동천리 457,"1846 Cheongnyeo-ro, Hwayang-eup, Cheongdo-gun, Gyeongsangbuk-do",4782025025,,4.78203E+24,054-370-6376,38333,,35.6483852,128.7186823,공공데이터,,,20230207,20230207
KCDCOPO22N000000975,관광지,축제,2021청도반시축제,47,경상북도,47820,청도군,4782025027,범곡리,4.78203E+11,경상북도 청도군 화양읍 청화로 70,경상북도 청도군 화양읍 범곡리 133 청도군청,"70 Cheonghwa-ro, Hwayang-eup, Cheongdo-gun, Gyeongsangbuk-do",4782025027,청도군청,4.78203E+24,054-373-1951,38330,,35.6472526,128.7339993,공공데이터,,,20230207,20230207
KCDCOPO22N000000976,관광지,축제,2022청도반시축제,47,경상북도,47820,청도군,4782025025,동천리,4.78203E+11,경상북도 청도군 화양읍 청려로 1846,경상북도 청도군 화양읍 동천리 457,"1846 Cheongnyeo-ro, Hwayang-eup, Cheongdo-gun, Gyeongsangbuk-do",4782025025,,4.78203E+24,054-373-1951,38333,,35.6483852,128.7186823,공공데이터,,,20230207,20230207
KCDCOPO22N000000977,관광지,축제,2022청도세계코미디아트페스티벌,47,경상북도,47820,청도군,4782025025,동천리,4.78203E+11,경상북도 청도군 화양읍 청려로 1846,경상북도 청도군 화양읍 동천리 457,"1846 Cheongnyeo-ro, Hwayang-eup, Cheongdo-gun, Gyeongsangbuk-do",4782025025,,4.78203E+24,054-370-6376,38333,,35.6483852,128.7186823,공공데이터,,,20230207,20230207
KCDCOPO22N000000978,관광지,축제,제5회의성슈퍼푸드마늘축제,47,경상북도,47730,의성군,4773025021,후죽리,4.77305E+11,경상북도 의성군 의성읍 군청길 31,경상북도 의성군 의성읍 후죽리 509-2,"31 Guncheong-gil, Uiseong-eup, Uiseong-gun, Gyeongsangbuk-do",4773025021,,4.77303E+24,054-830-6578,37337,,36.3529041,128.6972464,공공데이터,,,20230207,20230207
KCDCOPO22N000000979,관광지,축제,삼강주막나루터축제,47,경상북도,47900,예천군,4790041027,삼강리,4.79005E+11,경상북도 예천군 풍양면 삼강리길 33,경상북도 예천군 풍양면 삼강리 145 삼강문화단지,"33 Samgangni-gil, Pungyang-myeon, Yecheon-gun, Gyeongsangbuk-do",4790041027,삼강문화단지,4.79004E+24,054-650-6912,36862,,36.5638902,128.2992955,공공데이터,,,20230207,20230207
KCDCOPO22N000000980,관광지,축제,연산대추축제,44,충청남도,44230,논산시,4423036021,연산리,4.42305E+11,충청남도 논산시 연산면 연산4길 10-7,충청남도 논산시 연산면 연산리 394,"10-7 Yeonsan 4-gil, Yeonsan-myeon, Nonsan-si, Chungcheongnam-do",4423036021,,4.42304E+24,041-734-1576,32911,,36.2162708,127.216078,공공데이터,,,20230207,20230207
KCDCOPO22N000000981,관광지,축제,예산장터삼국축제,44,충청남도,44810,예산군,4481025023,대회리,4.48103E+11,충청남도 예산군 예산읍 천변로 160,충청남도 예산군 예산읍 대회리 233-4 예산시네마,"160 Cheonbyeon-ro, Yesan-eup, Yesan-gun, Chungcheongnam-do",4481025023,예산시네마,4.48103E+24,041-339-7317,32438,,36.6761193,126.8479256,공공데이터,,,20230207,20230207
KCDCOPO22N000000982,관광지,축제,의좋은형제축제,44,충청남도,44810,예산군,4481034022,상중리,4.48105E+11,충청남도 예산군 대흥면 의좋은형제길 3,충청남도 예산군 대흥면 상중리 274-1,"3 Uijoeunhyeongje-gil, Daeheung-myeon, Yesan-gun, Chungcheongnam-do",4481034022,,4.48103E+24,041-339-7317,32450,,36.6065282,126.7921951,공공데이터,,,20230207,20230207
KCDCOPO22N000000983,관광지,축제,황룡강 가을꽃축제,46,전라남도,46880,장성군,4688025026,기산리,4.68805E+11,전라남도 장성군 장성읍 황룡강동쪽자전거길 732,전라남도 장성군 장성읍 기산리 461-1 황미르교 가설점포,"732 Hwangnyonggangdongjjokjajeongeo-gil, Jangseong-eup, Jangseong-gun, Jeollanam-do",4688025026,황미르교 가설점포,4.68803E+24,061-390-7240,57220,,35.3095105,126.7815062,공공데이터,,,20230207,20230207
KCDCOPO22N000000984,관광지,축제,황룡강 (洪)길동무 꽃길 축제,46,전라남도,46880,장성군,4688025026,기산리,4.68805E+11,전라남도 장성군 장성읍 황룡강동쪽자전거길 732,전라남도 장성군 장성읍 기산리 461-1 황미르교 가설점포,"732 Hwangnyonggangdongjjokjajeongeo-gil, Jangseong-eup, Jangseong-gun, Jeollanam-do",4688025026,황미르교 가설점포,4.68803E+24,061-390-7240,57220,,35.3095105,126.7815062,공공데이터,,,20230207,20230207
KCDCOPO22N000000985,관광지,축제,백양단풍축제,46,전라남도,46880,장성군,4688040025,약수리,4.68803E+11,전라남도 장성군 북하면 백양로 1239,전라남도 장성군 북하면 약수리 26 백양사,"1239 Baegyang-ro, Bukha-myeon, Jangseong-gun, Jeollanam-do",4688040025,백양사,4.68804E+24,061-390-7240,57205,,35.4397259,126.8828597,공공데이터,,,20230207,20230207
KCDCOPO22N000000986,관광지,축제,장미꽃 필(feel)무렵,27,대구광역시,27290,달서구,2729010800,,2.72903E+11,대구광역시 달서구 선원남로 129(이곡동),대구광역시 달서구 이곡동 1306-8 성서도서관,"129 Seonwonnam-ro, Dalseo-gu, Daegu",2729010800,성서도서관,2.72901E+24,053-584-9771,42615,,35.8574136,128.514463,공공데이터,,,20230207,20230207
KCDCOPO22N000000987,관광지,축제,희망달서 큰잔치,27,대구광역시,27290,달서구,2729011000,,2.72904E+11,대구광역시 달서구 문화회관길 160(장기동),대구광역시 달서구 장기동 722-1 달서아트센터,"160 Munhwahoegwan-gil, Dalseo-gu, Daegu",2729011000,달서아트센터,2.72901E+24,053-584-9711,42699,,35.8434224,128.5228263,공공데이터,,,20230207,20230207
KCDCOPO22N000000988,관광지,축제,시(詩)를 노래하는 달빛 콘서트,27,대구광역시,27290,달서구,2729011600,,2.72903E+11,대구광역시 달서구 월곡로 5(도원동),대구광역시 달서구 도원동 952-1,"5 Wolgok-ro, Dalseo-gu, Daegu",2729011600,,2.72901E+24,053-584-9712,42835,,35.798806,128.548286,공공데이터,,,20230207,20230207
KCDCOPO22N000000989,관광지,축제,선사문화체험축제,27,대구광역시,27290,달서구,2729012000,,2.72903E+11,대구광역시 달서구 월암로 23(월성동),대구광역시 달서구 월성동 1590-3,"23 Woram-ro, Dalseo-gu, Daegu",2729012000,,2.72901E+24,053-667-2194,42759,,35.8203477,128.5192255,공공데이터,,,20230207,20230207
KCDCOPO22N000000990,관광지,축제,달서 맛 페스티벌,27,대구광역시,27290,달서구,2729010200,,2.72904E+11,대구광역시 달서구 달구벌대로344길 40(두류동),대구광역시 달서구 두류동 496-9,"40 Dalgubeol-daero 344-gil, Dalseo-gu, Daegu",2729010200,,2.72901E+24,0,42645,,35.8547834,128.5524272,공공데이터,,,20230207,20230207
KCDCOPO22N000000991,관광지,축제,달서 맛 페스티벌,27,대구광역시,27290,달서구,2729011500,,2.72903E+11,대구광역시 달서구 상화로 285(상인동),대구광역시 달서구 상인동 1332-197,"285 Sanghwa-ro, Dalseo-gu, Daegu",2729011500,,2.72901E+24,0,42796,,35.808661,128.544837,공공데이터,,,20230207,20230207
KCDCOPO22N000000992,관광지,축제,달서가족축제,27,대구광역시,27290,달서구,2729011900,,2.72903E+11,대구광역시 달서구 성서공단로 40(대천동),대구광역시 달서구 대천동 900-1,"40 Seongseogongdan-ro, Dalseo-gu, Daegu",2729011900,,2.72901E+24,053-667-3512,42716,,35.8328259,128.487231,공공데이터,,,20230207,20230207
KCDCOPO22N000000993,관광지,축제,다문화 한글 백일장,27,대구광역시,27290,달서구,2729011100,,2.72903E+11,대구광역시 달서구 새방로 21(용산동),대구광역시 달서구 용산동 521,"21 Saebang-ro, Dalseo-gu, Daegu",2729011100,,2.72901E+24,053-593-1511,42606,,35.8613251,128.5206615,공공데이터,,,20230207,20230207
KCDCOPO22N000000994,관광지,축제,다문화축제,27,대구광역시,27290,달서구,2729011000,,2.72904E+11,대구광역시 달서구 문화회관길 160(장기동),대구광역시 달서구 장기동 722-1 달서아트센터,"160 Munhwahoegwan-gil, Dalseo-gu, Daegu",2729011000,달서아트센터,2.72901E+24,053-593-1511,42699,,35.8434243,128.5228246,공공데이터,,,20230207,20230207
KCDCOPO22N000000995,관광지,축제,금당산 신년맞이행사,29,광주광역시,29155,남구,2915510600,,2.91553E+11,광주광역시 남구 회재로 1140-23(주월동),광주광역시 남구 주월동 543-8 원광대한방병원,"1140-23 Hoejae-ro, Nam-gu, Gwangju",2915510600,원광대한방병원,2.91551E+24,062-651-9020,61729,,35.1282568,126.888223,공공데이터,,,20230207,20230207
KCDCOPO22N000000996,관광지,축제,광주 칠석 고싸움놀이,29,광주광역시,29155,남구,2915512300,,2.91554E+11,광주광역시 남구 칠석길 28(칠석동),광주광역시 남구 칠석동 166-4,"28 Chilseok-gil, Nam-gu, Gwangju",2915512300,,2.91551E+24,062-374-3839,61758,,35.0704107,126.8384016,공공데이터,,,20230207,20230207
KCDCOPO22N000000997,관광지,축제,홍성남당항새조개축제,44,충청남도,44800,홍성군,4480037027,남당리,4.48005E+11,충청남도 홍성군 서부면 남당항로213번길 25-62,충청남도 홍성군 서부면 남당리 863 보령해양경찰서 홍성파출소,"25-62 Namdanghang-ro 213beon-gil, Seobu-myeon, Hongseong-gun, Chungcheongnam-do",4480037027,보령해양경찰서 홍성파출소,4.48004E+24,041-634-0104,32206,,36.535032,126.467178,공공데이터,,,20230207,20230207
KCDCOPO22N000000998,관광지,축제,광천토굴새우젓광천김대축제,44,충청남도,44800,홍성군,4480025322,광천읍,4.48005E+11,충청남도 홍성군 광천읍 광천로315번길 19,충청남도 홍성군 광천읍 광천리 195-18,"19 Gwangcheon-ro 315beon-gil, Gwangcheon-eup, Hongseong-gun, Chungcheongnam-do",4480025322,,4.48003E+24,041-630-9253,32295,,36.5017136,126.625266,공공데이터,,,20230207,20230207
KCDCOPO22N000000999,관광지,축제,2022년 과천축제,41,경기도,41290,과천시,4129010700,,4.12903E+11,경기도 과천시 통영로 5(중앙동),경기도 과천시 중앙동 6-2 과천시민회관,"5 Tongyeong-ro, Gwacheon-si, Gyeonggi-do",4129010700,과천시민회관,4.12901E+24,02-2009-9732,13807,,37.4281914,126.9891538,공공데이터,,,20230207,20230207
KCDCOPO22N000001000,관광지,축제,2022 대전 서구힐링 아트페스티벌,30,대전광역시,30170,서구,3017011200,,3.01703E+11,대전광역시 서구 둔산서로 100(둔산동),대전광역시 서구 둔산동 1300 서구청,"100 Dunsanseo-ro, Seo-gu, Daejeon",3017011200,서구청,3.01701E+24,042-288-2742,35238,,36.355056,127.3833576,공공데이터,,,20230207,20230207
KCDCOPO22N000001001,관광지,축제,용전들노래 가을걷이 한마당,29,광주광역시,29170,북구,2917013600,,2.91704E+11,광주광역시 북구 용전마을길 42(용전동),광주광역시 북구 용전동 171-3 광주우치동교회,"42 Yongjeonmaeul-gil, Buk-gu, Gwangju",2917013600,광주우치동교회,2.91701E+24,062-410-8369,61042,,35.2389366,126.8973084,공공데이터,,,20230207,20230207
KCDCOPO22N000001002,관광지,축제,평창농악축제,42,강원도,42760,평창군,4276035027,장평리,4.27604E+11,강원도 평창군 용평면 갈정지길 7,강원도 평창군 용평면 장평리 380-2,"7 Galjeongji-gil, Yongpyeong-myeon, Pyeongchang-gun, Gangwon-do",4276035027,,4.27604E+24,033-332-4333,25315,,37.5893941,128.4160143,공공데이터,,,20230207,20230207
KCDCOPO22N000001003,관광지,축제,면천진달래민속축제(취소),44,충청남도,44270,당진시,4427035021,성상리,4.42705E+11,충청남도 당진시 면천면 면천서문1길 69,충청남도 당진시 면천면 성상리 771-2,"69 Myeoncheonseomun 1-gil, Myeoncheon-myeon, Dangjin-si, Chungcheongnam-do",4427035021,,4.48304E+24,041-356-3848,31804,,36.8176187,126.666993,공공데이터,,,20230207,20230207
KCDCOPO22N000001004,관광지,축제,기지시줄다리기민속축제,44,충청남도,44270,당진시,4427025321,기지시리,4.42705E+11,충청남도 당진시 송악읍 안틀모시길 11,충청남도 당진시 송악읍 기지시리 49-1,"11 Anteulmosi-gil, Songak-eup, Dangjin-si, Chungcheongnam-do",4427025321,,4.48303E+24,041-355-8118,31737,,36.8961623,126.694732,공공데이터,,,20230207,20230207
KCDCOPO22N000001005,관광지,축제,순성매화벚꽃축제(취소),44,충청남도,44270,당진시,4427036031,갈산리,4.42705E+11,충청남도 당진시 순성면 갈산길 101-9,충청남도 당진시 순성면 갈산리 406-4 갈산리마을회관,"101-9 Galsan-gil, Sunseong-myeon, Dangjin-si, Chungcheongnam-do",4427036031,갈산리마을회관,4.48304E+24,0,31755,,36.8727442,126.6732374,공공데이터,,,20230207,20230207
KCDCOPO22N000001006,관광지,축제,장고항실치축제(취소),44,충청남도,44270,당진시,4427032024,장고항리,4.42703E+11,충청남도 당진시 석문면 장고항로 298-5,충청남도 당진시 석문면 장고항리 577 평택해양경찰서 당진파출소,"298-5 Janggohang-ro, Seongmun-myeon, Dangjin-si, Chungcheongnam-do",4427032024,평택해양경찰서 당진파출소,4.48303E+24,041-350-4271,31701,,37.0288578,126.5619918,공공데이터,,,20230207,20230207
KCDCOPO22N000001007,관광지,축제,순성왕매실&당진맥주 축제,44,충청남도,44270,당진시,4427036021,봉소리,4.42703E+11,충청남도 당진시 순성면 매실로 398,충청남도 당진시 순성면 봉소리 1419-1 순성왕매실영농조합,"398 Maesil-ro, Sunseong-myeon, Dangjin-si, Chungcheongnam-do",4427036021,순성왕매실영농조합,4.48304E+24,041-352-1446,31757,,36.8312818,126.7074536,공공데이터,,,20230207,20230207
KCDCOPO22N000001008,관광지,축제,합덕제연호문화축제,44,충청남도,44270,당진시,4427025031,합덕리,4.42703E+11,충청남도 당진시 합덕읍 덕평로 379-9,충청남도 당진시 합덕읍 합덕리 304-3 합덕수리민속박물관,"379-9 Deokpyeong-ro, Hapdeok-eup, Dangjin-si, Chungcheongnam-do",4427025031,합덕수리민속박물관,4.48303E+24,0,31812,,36.7932667,126.7842769,공공데이터,,,20230207,20230207
KCDCOPO22N000001009,관광지,축제,삽교호조개구이축제(취소),44,충청남도,44270,당진시,4427038028,운정리,4.42705E+11,충청남도 당진시 신평면 삽교천3길 79,충청남도 당진시 신평면 운정리 197-3,"79 Sapgyocheon 3-gil, Sinpyeong-myeon, Dangjin-si, Chungcheongnam-do",4427038028,,4.48304E+24,041-363-6680,31744,,36.8906105,126.8244109,공공데이터,,,20230207,20230207
KCDCOPO22N000001010,관광지,축제,심훈상록문화제,44,충청남도,44270,당진시,4427010600,,4.42703E+11,충청남도 당진시 시청1로 1(수청동),충청남도 당진시 수청동 1002 당진시청,"1 Sicheong 1-ro, Dangjin-si, Chungcheongnam-do",4427010600,당진시청,4.42701E+24,041-352-4808,31773,,36.889754,126.645971,공공데이터,,,20230207,20230207
KCDCOPO22N000001011,관광지,축제,남이흥장군문화제,44,충청남도,44270,당진시,4427033024,도이리,4.42705E+11,충청남도 당진시 대호지면 충장1길 73-48,충청남도 당진시 대호지면 도이리 373-6,"73-48 Chungjang 1-gil, Daehoji-myeon, Dangjin-si, Chungcheongnam-do",4427033024,,4.48303E+24,041-353-1517,31797,,36.924978,126.529455,공공데이터,,,20230207,20230207
