법정동,장애인구수(4유형),인구수,고령인구수,장애인복지시설수,경로당수,BF인증시설수,무장애산책로,전동휠체어충전소,장애인_실내문화공간,장애인_실외문화공간,주차장수,2020년_불법주차수,2021년_불법주차수,2022년_불법주차수,2023년_불법주차수,장애인구수4_격자할당,lng,lat
판문동,,35,15,0,0,0,1,0,0,0,0,0,0,0,0,15.02857143,128.0462668,35.16127818
문산읍,,51,43,0,0,0,0,0,1,0,0,0,0,0,0,4.13253012,128.1779474,35.15159586
문산읍,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.13253012,128.1942998,35.13797776
진성면,,31,14,0,0,0,0,0,0,0,0,0,0,0,0,1.607594937,128.2059384,35.21455457
지수면,,72,27,0,1,0,0,0,0,0,0,0,0,0,0,1.37254902,128.2665339,35.23221974
지수면,,22,9,0,1,0,0,0,0,0,0,0,0,0,0,1.37254902,128.2721565,35.24570922
상평동,,214,59,0,1,0,0,0,0,0,0,2,43,5,9,32.45454545,128.1231934,35.1699239
지수면,,30,16,0,1,0,0,0,0,0,0,0,0,0,0,1.37254902,128.2665763,35.23672788
이반성면,,27,25,0,0,0,0,0,0,0,0,0,0,0,0,1.630952381,128.3375438,35.19117361
금곡면,,19,7,0,0,0,0,0,0,0,0,0,0,0,0,1.632183908,128.194185,35.12445288
내동면,,35,13,0,0,0,0,0,0,0,0,0,0,0,0,1.2125,128.0296802,35.14331766
가호동,,78,14,0,0,0,0,0,0,0,0,0,0,0,0,24.4516129,128.1065548,35.14746577
금산면,,0,,0,0,0,0,0,0,0,0,0,0,0,0,6.915492958,128.1398412,35.19237956
대곡면,,27,14,0,0,0,0,0,0,0,0,0,0,0,0,2.068181818,128.1457973,35.25095791
내동면,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2125,128.0295926,35.12979239
천전동,,2942,817,0,2,0,0,0,0,0,0,30,22,36,59,48.47058824,128.0793659,35.18366698
가호동,,0,0,0,0,0,0,0,0,0,0,0,1,125,61,24.4516129,128.1230559,35.15189057
집현면,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.517241379,128.0576777,35.22434526
내동면,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2125,128.0791102,35.14760005
미천면,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.901639344,128.118695,35.30069221
금산면,,303,53,0,1,0,0,0,0,0,0,0,0,0,0,6.915492958,128.1565346,35.21934102
정촌면,,30,16,0,1,0,0,0,0,0,0,0,0,0,0,4.276923077,128.1339294,35.13830861
판문동,,2979,425,0,2,0,0,1,0,0,0,225,130,148,82,15.02857143,128.0572773,35.16573656
이반성면,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1.630952381,128.3263781,35.17321661
명석면,,62,25,0,1,0,0,0,0,0,0,0,0,0,0,1.79245283,128.041435,35.26048677
명석면,,7,6,0,1,0,0,0,0,0,0,0,0,0,0,1.79245283,128.0524893,35.26945371
명석면,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79245283,128.0246258,35.21096752
명석면,,68,39,0,1,0,0,0,0,0,0,0,0,0,0,1.79245283,128.0305888,35.28307708
하대동,,3567,823,0,0,0,0,0,0,0,4,49,181,895,262,63.45454545,128.1233311,35.18795718
초장동,,49,29,0,1,0,0,0,0,0,0,0,0,0,0,10.35897436,128.0905771,35.21517227
이반성면,,13,8,0,0,0,0,0,0,0,0,0,0,0,0,1.630952381,128.3371279,35.15060061
내동면,,670,77,0,0,0,0,0,0,0,0,37,9,4,22,1.2125,128.0627364,35.16120279
이반성면,,47,29,0,1,0,0,0,0,0,0,0,0,0,0,1.630952381,128.3209331,35.17776207
일반성면,,33,21,0,0,0,0,0,0,0,0,0,0,0,0,3.188679245,128.2823252,35.15998379
일반성면,,21,9,0,0,0,0,0,0,0,0,0,0,0,0,3.188679245,128.2822821,35.15547561
수곡면,,46,20,0,1,0,0,0,0,0,0,0,0,0,0,0.932773109,127.8928293,35.22048392
지수면,,85,33,0,1,0,0,0,0,0,0,0,0,0,0,1.37254902,128.2555868,35.23679699
금곡면,,45,14,0,0,0,0,0,0,0,0,0,0,0,0,1.632183908,128.1832858,35.13353185
문산읍,,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4.13253012,128.1835874,35.16959814
일반성면,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3.188679245,128.2987057,35.15085999
일반성면,,43,13,0,0,0,0,0,0,0,0,0,0,0,0,3.188679245,128.2988379,35.16438448
미천면,,17,13,0,1,0,0,0,0,0,0,0,0,0,0,1.901639344,128.1299381,35.33219292
금산면,,40,11,0,0,0,0,0,0,0,0,0,0,0,0,6.915492958,128.1619185,35.20578632
일반성면,,27,11,0,0,0,0,0,0,0,0,0,0,0,0,3.188679245,128.3044165,35.17336445
수곡면,,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0.932773109,127.9531127,35.19322218
수곡면,,107,36,0,1,0,1,0,0,0,0,0,0,0,0,0.932773109,127.9529626,35.16617151
수곡면,,12,7,0,1,0,0,0,0,0,0,0,0,0,0,0.932773109,127.9148971,35.23844434
문산읍,,23,0,0,0,0,0,0,0,0,0,0,0,0,0,4.13253012,128.1669692,35.15165679
정촌면,,14,6,0,0,0,0,0,0,0,0,0,0,0,0,4.276923077,128.1557017,35.11565013
정촌면,,15,6,0,0,0,0,0,0,0,0,0,0,0,0,4.276923077,128.1283026,35.12030378
명석면,,23,8,0,0,0,0,0,0,0,0,0,0,0,0,1.79245283,128.0468104,35.24242874
금곡면,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.632183908,128.1720878,35.10654332
내동면,,33,14,0,1,0,0,0,0,0,0,0,0,0,0,1.2125,128.0295634,35.12528395
금곡면,,36,12,0,1,0,0,0,0,0,0,0,0,0,0,1.632183908,128.1829096,35.08844868
미천면,,25,13,0,0,0,0,0,0,0,0,0,0,0,0,1.901639344,128.1351926,35.30060668
정촌면,,75,34,0,0,0,0,0,0,0,0,0,0,0,0,4.276923077,128.1064545,35.13394069
문산읍,,18,6,0,0,0,0,0,0,0,0,0,0,0,0,4.13253012,128.17791,35.14708757
문산읍,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4.13253012,128.194568,35.16953568
정촌면,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.276923077,128.0954457,35.12948674
금산면,,184,81,0,2,0,0,0,0,0,0,0,0,0,0,6.915492958,128.1617722,35.18775323
일반성면,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.188679245,128.2768786,35.1645273
초장동,,5557,220,0,2,0,0,0,0,0,0,23,92,160,43,10.35897436,128.1070575,35.21509076
대곡면,,28,16,0,0,0,0,0,0,0,0,0,0,0,0,2.068181818,128.1626518,35.29595095
판문동,,9,7,0,1,0,0,0,0,0,0,0,0,0,0,15.02857143,128.0354939,35.19288593
이반성면,,70,40,0,2,0,0,0,0,0,0,0,0,0,0,1.630952381,128.3320523,35.19121146
초장동,,31,15,0,0,0,0,0,0,0,0,0,0,0,0,10.35897436,128.0960376,35.21063703
내동면,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2125,128.0625813,35.13866084
명석면,,31,11,0,0,0,0,0,0,0,0,0,0,0,0,1.79245283,128.0358494,35.24698624
명석면,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1.79245283,128.0246838,35.21998426
금곡면,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.632183908,128.1997109,35.12892962
대곡면,,162,82,0,0,0,0,0,0,0,0,0,0,0,0,2.068181818,128.1840786,35.2282054
내동면,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2125,128.0350509,35.12525985
대평면,,0,,0,0,0,0,0,0,0,0,0,0,0,0,2.740740741,127.9588585,35.23828566
수곡면,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.932773109,127.9366846,35.2022996
수곡면,,116,62,0,1,0,0,0,0,0,0,0,0,0,0,0.932773109,127.9529876,35.17067996
사봉면,,22,17,0,1,0,0,0,0,0,0,0,0,0,0,1.913793103,128.2606189,35.18717275
집현면,,27,9,0,0,0,0,0,0,0,0,0,0,0,0,2.517241379,128.0631096,35.21530314
집현면,,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2.517241379,128.1236758,35.23304014
충무공동,,170,15,0,0,0,0,0,0,0,0,409,603,3376,2176,39.8,128.1396999,35.17434635
정촌면,,81,45,0,0,0,0,0,0,0,0,0,0,0,0,4.276923077,128.0954785,35.13399511
정촌면,,81,33,0,1,0,0,0,0,0,0,0,0,0,0,4.276923077,128.0899579,35.12951357
금곡면,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.632183908,128.1833235,35.13804015
금곡면,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1.632183908,128.1667118,35.1200986
이반성면,,14,6,0,0,0,0,0,0,0,0,0,0,0,0,1.630952381,128.3095942,35.1417708
초장동,,446,71,0,0,0,0,0,0,0,0,109,42,35,19,10.35897436,128.1179077,35.19700195
이반성면,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1.630952381,128.3207518,35.15972955
문산읍,,53,32,0,0,0,0,0,0,0,0,0,0,0,0,4.13253012,128.2108819,35.1514071
명석면,,17,8,0,0,0,0,0,0,0,0,0,1,2,0,1.79245283,128.0356419,35.21542778
대곡면,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.068181818,128.2279921,35.22344083
정촌면,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.276923077,128.0844702,35.12954016
수곡면,,22,15,0,0,0,0,0,0,0,0,0,0,0,0,0.932773109,127.9529126,35.15715459
명석면,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79245283,128.0306182,35.2875854
내동면,,38,12,0,1,0,0,0,0,0,0,0,0,0,0,1.2125,128.0900555,35.14303871
명석면,,1111,396,0,2,0,0,0,0,0,0,0,0,0,0,1.79245283,128.0411354,35.21540335
이반성면,,10,8,0,0,0,0,0,0,0,0,0,0,0,0,1.630952381,128.3425702,35.14605444
성북동,,4051,1109,0,1,0,0,0,0,0,0,547,422,1107,820,55.16666667,128.073938,35.19270983
내동면,,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2125,128.0681636,35.15216041
정촌면,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.276923077,128.1393471,35.12926309
사봉면,,21,12,0,0,0,0,0,0,0,0,0,0,0,0,1.913793103,128.3100411,35.18685227
충무공동,,1624,114,0,1,0,1,0,0,0,0,0,2,3,1,39.8,128.1452618,35.18333383
정촌면,,13,0,0,0,0,0,0,0,0,0,0,7,2,3,4.276923077,128.1063877,35.12492394
금산면,,47,26,0,0,0,0,0,0,0,0,0,0,0,0,6.915492958,128.1344194,35.20142505
대곡면,,52,31,0,0,0,0,0,0,0,0,0,0,0,0,2.068181818,128.2006001,35.23261934
명석면,,60,22,0,1,0,0,0,0,0,0,0,0,0,0,1.79245283,128.0523058,35.24240379
상평동,,250,69,0,0,0,0,0,0,0,0,0,12,12,20,32.45454545,128.1232278,35.17443223
대평면,,56,20,0,0,0,0,0,0,0,0,0,0,0,0,2.740740741,127.9858775,35.16153542
일반성면,,56,23,0,1,0,0,0,0,0,0,0,0,0,0,3.188679245,128.298882,35.16889264
하대동,,3321,732,0,1,0,0,0,0,0,0,269,297,321,106,63.45454545,128.1178736,35.19249364
이현동,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.77777778,128.0520005,35.19732032
사봉면,,18,6,1,0,0,0,0,0,0,0,0,0,0,0,1.913793103,128.3046387,35.19590514
진성면,,10,9,0,0,0,0,0,0,0,0,0,0,0,0,1.607594937,128.2386532,35.18730872
일반성면,,16,10,0,0,0,0,0,0,0,0,0,0,0,0,3.188679245,128.2767928,35.15551092
대곡면,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2.068181818,128.134911,35.26454083
금산면,,71,27,0,0,0,0,0,0,0,0,0,0,0,0,6.915492958,128.1673006,35.19223137
대곡면,,70,38,0,1,0,0,0,0,0,0,0,0,0,0,2.068181818,128.1458688,35.2599744
내동면,,20,15,0,0,0,0,0,0,0,0,0,0,0,0,1.2125,128.0131574,35.13437165
대곡면,,17,12,0,0,0,0,0,0,0,0,0,0,0,0,2.068181818,128.1627989,35.31398372
문산읍,,67,32,0,0,0,0,0,0,0,0,0,0,0,0,4.13253012,128.1505735,35.16076295
수곡면,,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0.932773109,127.931049,35.17526857
금곡면,,15,11,0,0,0,0,0,0,0,0,0,0,0,0,1.632183908,128.2106468,35.12435748
정촌면,,16,7,0,0,0,0,0,0,0,0,0,0,0,0,4.276923077,128.1394176,35.13827977
사봉면,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1.913793103,128.3102202,35.20488476
명석면,,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79245283,128.0413451,35.24696178
신안동,,8141,1719,0,7,0,0,0,0,0,1,135,223,283,195,59.2,128.0683518,35.17921066
명석면,,53,34,0,1,0,0,0,0,0,0,0,0,0,0,1.79245283,128.041495,35.26950341
집현면,,62,26,0,0,0,0,0,0,0,0,0,0,0,0,2.517241379,128.1237793,35.24656497
집현면,,23,10,0,0,0,0,0,0,0,0,0,0,0,0,2.517241379,128.0964005,35.26022834
집현면,,14,0,0,0,0,0,0,0,0,0,0,0,0,0,2.517241379,128.1236068,35.22402358
미천면,,42,30,0,1,0,0,0,0,0,0,0,0,0,0,1.901639344,128.1186607,35.29618397
평거동,,7940,988,0,5,0,0,1,0,0,1,575,271,9877,5641,58.3,128.0628296,35.17472793
금산면,,5211,555,0,3,0,0,0,0,0,0,0,228,72,75,6.915492958,128.1455472,35.2194001
내동면,,14,7,0,0,0,0,0,0,0,0,0,0,0,0,1.2125,128.0240759,35.12530781
일반성면,,124,57,0,2,0,1,1,0,0,0,0,0,0,0,3.188679245,128.2769214,35.16903548
금산면,,35,21,0,0,0,0,0,0,0,0,0,0,0,0,6.915492958,128.1563894,35.20130795
금곡면,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1.632183908,128.1772756,35.07044607
내동면,,241,39,0,0,0,0,0,0,0,0,0,0,0,0,1.2125,128.0627675,35.16571118
하대동,,18,0,0,0,0,0,0,0,0,0,2,0,0,2,63.45454545,128.1069233,35.1970575
상대동,,1771,450,0,1,1,0,0,0,0,3,363,288,407,213,56,128.1178053,35.183477
진성면,,7,,0,0,0,0,0,0,0,0,0,0,0,0,1.607594937,128.2332023,35.1918503
상평동,,267,70,0,0,0,0,0,0,0,0,2,2,4,10,32.45454545,128.117703,35.16995202
중앙동,,213,96,0,0,0,0,0,0,0,0,3,7,0,0,54.75,128.0959058,35.19260373
일반성면,,65,41,0,2,0,0,0,0,0,0,0,0,0,0,3.188679245,128.2933919,35.16892872
집현면,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2.517241379,128.0962354,35.23768688
천전동,,506,214,0,1,0,0,0,0,0,0,28,5,1,2,48.47058824,128.0793339,35.17915863
초장동,,11,6,0,0,0,0,0,0,0,0,19,0,2,3,10.35897436,128.1014975,35.20610155
이반성면,,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1.630952381,128.3480587,35.14601615
문산읍,,48,31,0,1,0,0,0,0,0,0,0,0,0,0,4.13253012,128.1340692,35.15634194
수곡면,,20,7,0,0,0,0,0,0,0,0,0,0,0,0,0.932773109,128.1337547,35.11576686
이현동,,13,8,0,0,0,0,0,0,0,0,2,0,0,0,19.77777778,128.0629851,35.19726975
사봉면,,129,71,0,1,0,0,0,0,0,0,0,0,0,0,1.913793103,128.2605769,35.18266457
사봉면,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1.913793103,128.2937425,35.2049939
수곡면,,65,26,0,1,0,0,0,0,0,0,0,0,0,0,0.932773109,127.9201135,35.18432408
중앙동,,2073,889,2,4,0,0,2,0,0,1,3251,2948,2955,1308,54.75,128.0904139,35.19263063
진성면,,36,23,0,0,0,0,0,0,0,0,0,0,0,0,1.607594937,128.2277105,35.19188342
상평동,,931,276,0,0,0,0,0,0,0,0,298,305,401,304,32.45454545,128.1122464,35.17448823
초장동,,4938,428,0,1,0,0,1,0,0,0,165,206,300,173,10.35897436,128.1124832,35.20604647
가호동,,1011,116,0,0,0,0,0,0,0,0,336,328,251,247,24.4516129,128.1065883,35.15197413
진성면,,17,11,0,0,0,0,0,0,0,0,0,0,0,0,1.607594937,128.2112745,35.19648953
대곡면,,18,9,0,0,0,0,0,0,0,0,0,0,0,0,2.068181818,128.1572623,35.30950555
내동면,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2125,128.0297094,35.14782608
대곡면,,40,24,0,0,0,0,0,0,0,0,0,0,0,0,2.068181818,128.195144,35.23715923
지수면,,14,11,0,0,0,0,0,0,0,0,0,0,0,0,1.37254902,128.2499261,35.21879851
수곡면,,45,25,0,1,0,0,0,0,0,0,0,0,0,0,0.932773109,127.9255815,35.17979645
수곡면,,43,12,0,1,0,0,0,0,0,0,0,0,0,0,0.932773109,127.947497,35.17070037
지수면,,29,16,0,0,0,0,0,0,0,0,0,0,0,0,1.37254902,128.2830171,35.23211423
가호동,,1785,95,0,0,0,0,0,0,0,0,98,1516,252,74,24.4516129,128.1176008,35.15642701
지수면,,13,9,0,0,0,0,0,0,0,0,0,0,0,0,1.37254902,128.2173219,35.2595719
미천면,,30,20,0,1,0,0,0,0,0,0,0,0,0,0,1.901639344,128.146191,35.30054842
사봉면,,27,19,0,1,0,0,0,0,0,0,0,0,0,0,1.913793103,128.244268,35.20079969
금곡면,,76,44,0,1,0,0,0,0,0,0,0,0,0,0,1.632183908,128.1886219,35.11546758
사봉면,,19,11,0,0,0,0,0,0,0,0,0,0,0,0,1.913793103,128.3100859,35.1913604
정촌면,,24,12,0,0,0,0,0,0,0,0,0,0,0,0,4.276923077,128.1557378,35.12015846
대평면,,309,140,0,0,0,0,0,0,0,0,0,0,0,0,2.740740741,127.9588331,35.23377726
정촌면,,133,47,0,1,0,1,0,0,0,0,0,0,0,0,4.276923077,128.0953145,35.11145319
내동면,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2125,128.0571543,35.147703
정촌면,,15,6,0,0,0,0,0,0,0,0,0,0,0,0,4.276923077,128.0845024,35.13404855
금곡면,,63,31,0,0,0,0,0,0,0,0,0,0,0,0,1.632183908,128.1830223,35.10197367
대곡면,,32,15,0,0,0,0,0,0,0,0,0,0,0,0,2.068181818,128.1677805,35.2508386
내동면,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2125,128.0352574,35.15681878
내동면,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2125,128.0241337,35.13432468
명석면,,32,18,0,1,0,0,0,0,0,0,0,0,0,0,1.79245283,128.0581102,35.28746168
일반성면,,34,25,0,1,0,0,0,0,0,0,0,0,0,0,3.188679245,128.2821958,35.14645923
사봉면,,14,9,0,0,0,0,0,0,0,0,0,0,0,0,1.913793103,128.2497603,35.2007658
금곡면,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1.632183908,128.1776485,35.11552942
금산면,,59,35,0,0,0,0,0,0,0,0,0,0,0,0,6.915492958,128.1345948,35.22396647
명석면,,26,14,0,0,0,0,0,0,0,0,0,0,0,0,1.79245283,128.0246548,35.2154759
수곡면,,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0.932773109,127.9204388,35.24744222
사봉면,,14,11,0,1,0,0,0,0,0,0,0,0,0,0,1.913793103,128.2882064,35.20052164
지수면,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37254902,128.2390616,35.2323906
수곡면,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.932773109,127.9257226,35.20684716
명석면,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79245283,128.0029587,35.26065282
대곡면,,7,6,0,0,0,0,0,0,0,0,0,0,0,0,2.068181818,128.228113,35.23696538
집현면,,21,7,0,1,0,0,0,0,0,0,0,0,0,0,2.517241379,128.0963674,35.25572005
수곡면,,30,19,0,1,0,0,0,0,0,0,0,0,0,0,0.932773109,127.8983013,35.21595752
수곡면,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.932773109,127.9921291,35.28774811
지수면,,20,17,0,1,0,0,0,0,0,0,0,0,0,0,1.37254902,128.2666187,35.24123602
내동면,,37,16,0,0,0,0,0,0,0,0,0,0,0,0,1.2125,128.0517262,35.15674491
정촌면,,13,10,0,1,0,0,0,0,0,0,0,0,0,0,4.276923077,128.1009996,35.13847639
이현동,,4484,799,0,2,0,0,0,0,0,1,0,71,36,26,19.77777778,128.057462,35.1927868
진성면,,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1.607594937,128.2329594,35.16480099
이반성면,,26,16,0,0,0,0,0,0,0,0,0,0,0,0,1.630952381,128.3320063,35.18670336
정촌면,,31,17,0,1,0,0,0,0,0,0,0,0,0,0,4.276923077,128.1447993,35.12472568
이반성면,,26,22,0,1,0,0,0,0,0,0,0,0,0,0,1.630952381,128.326059,35.14165968
일반성면,,0,,0,0,0,0,0,0,0,0,0,0,0,0,3.188679245,128.2821095,35.13744284
이반성면,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.630952381,128.337174,35.15510874
금산면,,134,63,0,0,0,0,0,0,0,0,0,0,1,0,6.915492958,128.1401243,35.22844582
초장동,,0,0,0,0,0,0,0,0,0,0,0,2,11,5,10.35897436,128.1288922,35.1969454
금산면,,188,75,0,1,0,0,0,0,0,0,0,1,3,0,6.915492958,128.1345247,35.21494991
내동면,,17,0,0,0,0,0,0,0,0,0,0,0,1,0,1.2125,128.0845991,35.14757369
명석면,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79245283,127.99202,35.26971473
이현동,,80,35,0,1,0,0,0,0,0,0,0,0,0,0,19.77777778,128.0575544,35.20631187
수곡면,,25,10,0,0,0,0,0,0,0,0,0,0,0,0,0.932773109,127.8928076,35.21597547
금곡면,,35,21,0,1,0,0,0,0,0,0,0,0,0,0,1.632183908,128.1718659,35.07949327
판문동,,200,58,0,1,0,0,0,0,0,0,0,0,1,0,15.02857143,128.0354643,35.18837755
내동면,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2125,128.0241048,35.12981624
판문동,,0,,0,0,0,0,0,0,0,0,0,0,0,0,15.02857143,128.0409859,35.19286152
초장동,,211,42,0,1,0,0,0,0,0,0,0,5,1,2,10.35897436,128.1179419,35.20151026
사봉면,,33,17,0,1,0,0,0,0,0,0,0,0,0,0,1.913793103,128.2936548,35.19597763
이현동,,1198,354,0,1,0,0,0,0,0,0,20,77,67,58,19.77777778,128.0629229,35.18825303
판문동,,0,,0,0,0,0,0,0,0,0,0,0,0,0,15.02857143,128.0245678,35.20195077
일반성면,,64,42,0,2,0,0,0,0,0,0,0,0,0,0,3.188679245,128.2602412,35.14659897
대곡면,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.068181818,128.1844574,35.27328751
문산읍,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,4.13253012,128.2000196,35.16499581
사봉면,,15,8,0,1,0,0,0,0,0,0,0,0,0,1,1.913793103,128.2716443,35.19161145
이반성면,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.630952381,128.3318226,35.16867091
금산면,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.915492958,128.172904,35.20572576
집현면,,41,12,0,0,0,0,0,0,0,0,0,0,0,0,2.517241379,128.1235723,35.21951529
명석면,,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79245283,128.0300897,35.20643522
정촌면,,36,22,0,1,0,0,0,0,0,0,0,0,0,0,4.276923077,128.1117739,35.11137124
금곡면,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.632183908,128.1778726,35.14257927
지수면,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37254902,128.2719856,35.22767668
명석면,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79245283,127.9973244,35.23813372
수곡면,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.932773109,127.9967478,35.14345714
진성면,,38,29,0,0,0,0,0,0,0,0,0,0,0,0,1.607594937,128.2222187,35.1919163
미천면,,18,14,0,1,0,0,0,0,0,0,0,0,0,0,1.901639344,128.0804257,35.33244078
금곡면,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.632183908,128.1995567,35.11089644
대곡면,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.068181818,128.2062901,35.25512839
일반성면,,21,15,0,1,0,0,0,0,0,0,0,0,0,0,3.188679245,128.2604929,35.17364819
수곡면,,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0.932773109,127.9476453,35.19775105
이반성면,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.630952381,128.3206613,35.15071326
문산읍,,1060,159,0,2,1,0,0,0,0,0,0,1,1,10,4.13253012,128.1670796,35.16518168
초장동,,353,34,0,0,0,0,0,0,0,0,280,277,367,149,10.35897436,128.1125509,35.21506309
진성면,,72,42,0,1,0,0,0,0,0,0,0,0,0,0,1.607594937,128.2549191,35.16466613
명석면,,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79245283,128.0578012,35.24237859
이반성면,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.630952381,128.3040616,35.13729918
문산읍,,60,36,0,1,0,0,0,0,0,0,0,0,0,0,4.13253012,128.205354,35.14693092
문산읍,,17,13,0,0,0,0,0,0,0,0,0,0,0,0,4.13253012,128.2053929,35.15143918
명석면,,34,15,0,0,0,0,0,0,0,0,0,0,0,0,1.79245283,128.030119,35.2109436
문산읍,,504,216,0,2,0,0,0,0,0,0,2,1,0,0,4.13253012,128.1726067,35.16965961
집현면,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.517241379,128.057616,35.21532857
미천면,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.901639344,128.0859271,35.33241424
집현면,,28,11,0,1,0,0,0,0,0,0,0,0,0,0,2.517241379,128.0631718,35.22431982
집현면,,31,7,0,0,0,0,0,0,0,0,0,0,0,0,2.517241379,128.1016305,35.22413479
명석면,,15,8,0,1,0,0,0,0,0,0,0,0,0,0,1.79245283,127.9918021,35.2336478
금곡면,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.632183908,128.1887737,35.13350078
내동면,,18,10,0,0,0,0,0,0,0,0,0,0,0,0,1.2125,128.0076413,35.12988632
내동면,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2125,128.0791741,35.1566168
집현면,,44,16,0,1,0,0,0,0,0,0,0,0,0,0,2.517241379,128.1071246,35.22410736
문산읍,,33,12,0,0,0,0,0,0,0,0,0,0,0,0,4.13253012,128.1339643,35.14281695
문산읍,,12,0,0,1,0,0,0,0,0,0,0,0,0,0,4.13253012,128.1560633,35.16073334
초장동,,35,15,0,1,0,0,0,0,0,0,0,1,0,0,10.35897436,128.1015307,35.21060986
금곡면,,9,0,0,1,0,0,0,0,0,0,0,0,0,0,1.632183908,128.1666384,35.11108194
일반성면,,364,121,0,3,0,0,0,0,0,0,0,0,0,0,3.188679245,128.2824116,35.16900014
진성면,,100,45,0,1,0,0,0,0,0,0,0,0,0,0,1.607594937,128.2441446,35.1872751
수곡면,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.932773109,127.9201831,35.19784945
수곡면,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.932773109,127.9421773,35.20227966
정촌면,,46,21,0,1,0,0,0,0,0,0,0,0,0,0,4.276923077,128.1119088,35.12940473
대곡면,,19,13,0,0,0,0,0,0,0,0,0,0,0,0,2.068181818,128.1515457,35.28248607
정촌면,,57,19,0,0,0,0,0,0,0,0,0,0,0,0,4.276923077,128.0955442,35.14301186
